ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Often,Sometimes,Always,Always,Always,Often,Male,1980.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,65,83.33,1
Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,Seldom,Seldom,Sometimes,Female,1987.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,60,41.67,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Always,Often,Female,1979.0,Self-Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,45,62.5,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Male,1964.0,Employed,Industry Field Service,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,50,50.0,0
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1981.0,Currently looking for a job,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,48,45.83,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Always,Seldom,Seldom,Male,0.0,Retired,Industry Field Service,Schleswig-Holstein,5000 pop. aprox.,5. 4000 to 5000 eur,50,37.5,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1988.0,Employed,Research,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,45,45.83,0
Agree,Agree,Disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Sometimes,Often,Always,Often,Often,Often,Female,1987.0,Unemployed by Choice,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,4. 3000 to 4000 eur,40,75.0,1
Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1977.0,Currently looking for a job,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,7,45.83,0
Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Never,Never,Sometimes,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,3. 2000 to 3000 eur,55,25.0,0
Agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Sometimes,Sometimes,Often,Always,Always,Often,Female,1971.0,Self-Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,5. 4000 to 5000 eur,50,75.0,1
Strongly agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1960.0,Employed,Industry Field Service,Niedersachsen,5000 pop. aprox.,4. 3000 to 4000 eur,60,33.33,0
Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Seldom,Sometimes,Female,1970.0,Employed,Research,Berlin,100000 pop. aprox.,4. 3000 to 4000 eur,60,45.83,0
Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Seldom,Often,Sometimes,Seldom,Sometimes,Often,Female,1979.0,Employed,Slaughterhouse,Brandenburg,100000 pop. aprox.,3. 2000 to 3000 eur,45,50.0,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Agree,Strongly agree,Seldom,Seldom,Seldom,Sometimes,Seldom,Often,Male,1955.0,Self-Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,6. more than 5000 eur,50,37.5,0
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,Seldom,Sometimes,Sometimes,Seldom,Sometimes,Female,1980.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,30,41.67,0
Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Often,Often,Female,1968.0,Self-Employed,Horses,Saxony (Sachsen),5000 pop. aprox.,3. 2000 to 3000 eur,100,54.17,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1988.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,65,25.0,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1990.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,30,50.0,0
Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly agree,Sometimes,Often,Always,Always,Often,Often,Female,1989.0,Employed,Research,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,20,79.17,1
Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1979.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,3. 2000 to 3000 eur,60,33.33,0
Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly agree,Seldom,Sometimes,Sometimes,Always,Sometimes,Sometimes,Female,1970.0,Other,Zoo Animals,Schleswig-Holstein,50000 pop. aprox.,4. 3000 to 4000 eur,33,54.17,0
Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Often,Often,Often,Always,Always,Often,Male,0.0,Self-Employed,Farm Animals,Schleswig-Holstein,20000 pop. aprox.,2. 1000 to 2000 eur,40,83.33,1
Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Always,Always,Always,Always,Female,1948.0,Retired,Research,Schleswig-Holstein,100000 pop. aprox.,4. 3000 to 4000 eur,20,87.5,1
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Often,Sometimes,Seldom,Sometimes,Often,Female,1962.0,Self-Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,4. 3000 to 4000 eur,40,54.17,0
Agree,Strongly agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Female,1990.0,Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,25,41.67,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Seldom,Seldom,Seldom,Female,1972.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,4. 3000 to 4000 eur,50,12.5,0
Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Seldom,Often,Sometimes,Often,Female,1959.0,Self-Employed,Farm Animals,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,48,54.17,0
Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Often,Always,Sometimes,Seldom,Male,1955.0,Self-Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,4. 3000 to 4000 eur,50,58.33,0
Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Often,Often,Female,1989.0,Employed,Farm Animals,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,60,50.0,0
Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1988.0,Employed,Farm Animals,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,70,33.33,0
Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Sometimes,Often,Always,Always,Often,Often,Female,1988.0,Employed,Research,Niedersachsen,100000 pop. aprox.,1. less than 1000 eur,40,79.17,1
Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Seldom,Sometimes,Seldom,Often,Sometimes,Always,Male,1961.0,Self-Employed,Horses,Bavaria,20000 pop. aprox.,6. more than 5000 eur,60,54.17,0
Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Often,Female,1974.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,50,37.5,0
Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Always,Seldom,Often,Male,1987.0,Employed,Farm Animals,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,50,54.17,0
Agree,Agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Often,Seldom,Male,1990.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,1. less than 1000 eur,40,45.83,0
Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Seldom,Seldom,Often,Always,Sometimes,Often,Female,1980.0,Employed,Industry Field Service,Saxony (Sachsen),100000 pop. aprox.,3. 2000 to 3000 eur,44,58.33,0
Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1982.0,Other,Industry Field Service,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,41,50.0,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1978.0,Employed,Small Animal Medicine,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,60,33.33,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Often,Often,Often,Sometimes,Female,1985.0,Employed,Farm Animals,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,30,62.5,0
Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1967.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),50000 pop. aprox.,3. 2000 to 3000 eur,40,33.33,0
Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1977.0,Employed,Industry Field Service,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,20,25.0,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Female,1987.0,Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,2. 1000 to 2000 eur,50,58.33,0
Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Always,Often,Always,Female,1977.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),20000 pop. aprox.,3. 2000 to 3000 eur,60,83.33,1
Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Often,Often,Sometimes,Sometimes,Often,Female,1971.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,35,58.33,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Often,Often,Always,Always,Always,Always,Male,1961.0,Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,4. 3000 to 4000 eur,50,91.67,1
Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Sometimes,Seldom,Female,1975.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,30,45.83,0
Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Often,Often,Always,Always,Often,Often,Female,1982.0,Self-Employed,Horses,Saxony (Sachsen),5000 pop. aprox.,6. more than 5000 eur,70,83.33,1
Agree,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Sometimes,Sometimes,Often,Always,Sometimes,Always,Male,1946.0,Retired,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,6. more than 5000 eur,60,70.83,1
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1968.0,Self-Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,4. 3000 to 4000 eur,60,33.33,0
Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Never,Never,Seldom,Often,Female,1971.0,Medical Leave,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,3. 2000 to 3000 eur,35,25.0,0
Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Never,Seldom,Sometimes,Sometimes,Sometimes,Often,Female,1962.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,50000 pop. aprox.,2. 1000 to 2000 eur,35,41.67,0
Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Sometimes,Often,Often,Always,Often,Often,Female,1961.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,4. 3000 to 4000 eur,50,75.0,1
Agree,Disagree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Seldom,Seldom,Often,Sometimes,Always,Female,1972.0,Self-Employed,Horses,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,50,54.17,0
Agree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Always,Always,Always,Always,Always,Female,1988.0,Employed,Research,Schleswig-Holstein,100000 pop. aprox.,3. 2000 to 3000 eur,45,91.67,1
Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Male,1953.0,Self-Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,0,45.83,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Never,Sometimes,Seldom,Often,Female,1977.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,42,33.33,0
Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Seldom,Seldom,Seldom,Seldom,Sometimes,Sometimes,Male,1975.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,6. more than 5000 eur,70,33.33,0
Disagree,Disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Often,Often,Female,1965.0,Self-Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,4. 3000 to 4000 eur,40,70.83,1
Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Female,1977.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,30,37.5,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1986.0,Employed,Small Animal Medicine,Berlin,100000 pop. aprox.,2. 1000 to 2000 eur,70,41.67,0
Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Sometimes,Often,Often,Often,Male,1949.0,Retired,Farm Animals,Schleswig-Holstein,20000 pop. aprox.,6. more than 5000 eur,0,62.5,0
Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Sometimes,Female,1966.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,60,45.83,0
Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Often,Sometimes,Sometimes,Often,Often,Always,Female,1964.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,4. 3000 to 4000 eur,50,70.83,1
Agree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Seldom,Sometimes,Seldom,Often,Sometimes,Sometimes,Female,1963.0,Self-Employed,Farm Animals,Saxony (Sachsen),5000 pop. aprox.,3. 2000 to 3000 eur,60,45.83,0
Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Sometimes,Seldom,Often,Often,Sometimes,Often,Female,1987.0,Employed,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,50,58.33,0
Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Never,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,60,25.0,0
Agree,Strongly agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Always,Male,1963.0,Self-Employed,Small Animal Medicine,Mecklenburg-Vorpommern,50000 pop. aprox.,3. 2000 to 3000 eur,55,79.17,1
Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Often,Often,Sometimes,Always,Always,Always,Male,1954.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,5. 4000 to 5000 eur,60,83.33,1
Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Often,Sometimes,Always,Male,1968.0,Self-Employed,Small Animal Medicine,Brandenburg,50000 pop. aprox.,5. 4000 to 5000 eur,60,50.0,0
Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1970.0,Self-Employed,Horses,Niedersachsen,5000 pop. aprox.,5. 4000 to 5000 eur,60,45.83,0
Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Often,Female,1954.0,Self-Employed,Horses,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,70,45.83,0
Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Disagree,Agree,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1972.0,Employed,Industry Technical Service,Schleswig-Holstein,20000 pop. aprox.,1. less than 1000 eur,45,58.33,0
Disagree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Often,Seldom,Seldom,Often,Female,1975.0,Employed,Industry Field Service,Saxony (Sachsen),100000 pop. aprox.,5. 4000 to 5000 eur,42,45.83,0
Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Seldom,Seldom,Female,1961.0,Self-Employed,Small Animal Medicine,Schleswig-Holstein,20000 pop. aprox.,2. 1000 to 2000 eur,50,33.33,0
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Female,1971.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,2. 1000 to 2000 eur,35,54.17,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,Never,Never,Never,Female,1978.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,2. 1000 to 2000 eur,60,0.0,0
Disagree,Disagree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Male,1970.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,45,33.33,0
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Often,Sometimes,Often,Always,Often,Often,Female,1982.0,Currently looking for a job,Farm Animals,Schleswig-Holstein,5000 pop. aprox.,1. less than 1000 eur,0,75.0,1
Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1976.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,40,50.0,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Never,Never,Never,Never,Never,Seldom,Male,1960.0,Self-Employed,Small Animal Medicine,Saxony (Sachsen),5000 pop. aprox.,1. less than 1000 eur,70,4.17,0
Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Female,1963.0,Employed,Other,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,20,58.33,0
